IndicatorCode,IndicatorLabel,Year,Countries_With_Data,Countries_Missing,Total_Records,Coverage_Pct
SA_0000001416,Alcohol_HeavyEpisodic_Drinkers_AgeStd_Pct,2017,561,0,187,271.0
SA_0000001416,Alcohol_HeavyEpisodic_Drinkers_AgeStd_Pct,2018,561,0,187,271.0
SA_0000001416,Alcohol_HeavyEpisodic_Drinkers_AgeStd_Pct,2019,561,0,187,271.0
SA_0000001416,Alcohol_HeavyEpisodic_Drinkers_AgeStd_Pct,2020,561,0,187,271.0
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2000,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2001,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2002,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2003,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2004,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2005,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2006,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2007,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2008,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2009,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2010,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2011,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2012,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2013,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2014,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2015,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2016,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2017,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2018,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2019,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2020,193,0,193,93.2
SA_0000001688,Alcohol_PerCapita_Total_LitresPureAlcohol,2021,193,0,193,93.2
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2000,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2001,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2002,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2003,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2004,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2005,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2006,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2007,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2008,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2009,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2010,563,5,194,272.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2011,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2012,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2013,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2014,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2015,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2016,567,15,194,273.9
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2017,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2018,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2019,561,0,187,271.0
SA_0000001739,Alcohol_HeavyEpisodic_Population_AgeStd_Pct,2020,561,0,187,271.0
SDGAIRBOD,AirPollution_Household_Ambient_DeathRate_Per100k,2019,4359,0,188,2105.8
SDGPM25,AirPollution_PM25_Concentration,2010,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2011,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2012,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2013,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2014,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2015,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2016,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2017,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2018,970,0,200,468.6
SDGPM25,AirPollution_PM25_Concentration,2019,970,0,200,468.6
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2000,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2001,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2002,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2003,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2004,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2005,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2006,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2007,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2008,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2009,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2010,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2011,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2012,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2013,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2014,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2015,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2016,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2017,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2018,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2019,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2020,570,0,190,275.4
SDGSUICIDE,Suicide_Rate_Crude_Per100k,2021,6675,0,190,3224.6
SI_POV_DAY1,Poverty_Below190USD_Pct,2000,35,0,35,16.9
SI_POV_DAY1,Poverty_Below190USD_Pct,2001,35,0,35,16.9
SI_POV_DAY1,Poverty_Below190USD_Pct,2002,49,0,49,23.7
SI_POV_DAY1,Poverty_Below190USD_Pct,2003,56,0,56,27.1
SI_POV_DAY1,Poverty_Below190USD_Pct,2004,71,0,71,34.3
SI_POV_DAY1,Poverty_Below190USD_Pct,2005,74,0,74,35.7
SI_POV_DAY1,Poverty_Below190USD_Pct,2006,73,0,73,35.3
SI_POV_DAY1,Poverty_Below190USD_Pct,2007,72,0,72,34.8
SI_POV_DAY1,Poverty_Below190USD_Pct,2008,74,0,74,35.7
SI_POV_DAY1,Poverty_Below190USD_Pct,2009,77,0,77,37.2
SI_POV_DAY1,Poverty_Below190USD_Pct,2010,83,0,83,40.1
SI_POV_DAY1,Poverty_Below190USD_Pct,2011,75,0,75,36.2
SI_POV_DAY1,Poverty_Below190USD_Pct,2012,77,0,77,37.2
SI_POV_DAY1,Poverty_Below190USD_Pct,2013,75,0,75,36.2
SI_POV_DAY1,Poverty_Below190USD_Pct,2014,74,0,74,35.7
SI_POV_DAY1,Poverty_Below190USD_Pct,2015,74,0,74,35.7
SI_POV_DAY1,Poverty_Below190USD_Pct,2016,38,0,38,18.4
SI_POV_DAY1,Poverty_Below190USD_Pct,2017,24,0,24,11.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2000,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2001,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2002,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2003,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2004,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2005,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2006,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2007,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2008,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2009,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2010,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2011,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2012,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2013,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2014,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2015,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2016,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2017,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2018,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2019,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2020,200,0,200,96.6
UHC_INDEX_REPORTED,UHC_Service_Coverage_Index_SDG381,2021,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2000,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2001,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2002,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2003,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2004,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2005,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2006,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2007,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2008,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2009,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2010,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2011,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2012,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2013,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2014,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2015,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2016,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2017,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2018,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2019,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2020,200,0,200,96.6
UHC_SCI_NCD,UHC_SubIndex_NCD_Coverage,2021,200,0,200,96.6
WHOSIS_000001,Life_Expectancy_Birth_Years,2000,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2001,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2002,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2003,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2004,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2005,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2006,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2007,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2008,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2009,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2010,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2011,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2012,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2013,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2014,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2015,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2016,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2017,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2018,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2019,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2020,570,0,190,275.4
WHOSIS_000001,Life_Expectancy_Birth_Years,2021,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2000,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2001,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2002,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2003,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2004,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2005,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2006,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2007,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2008,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2009,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2010,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2011,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2012,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2013,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2014,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2015,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2016,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2017,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2018,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2019,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2020,570,0,190,275.4
WHOSIS_000002,HALE_Healthy_Life_Expectancy_Birth_Years,2021,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2000,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2001,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2002,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2003,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2004,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2005,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2006,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2007,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2008,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2009,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2010,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2011,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2012,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2013,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2014,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2015,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2016,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2017,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2018,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2019,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2020,570,0,190,275.4
WHOSIS_000004,Adult_Mortality_Rate_Per1000,2021,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2000,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2001,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2002,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2003,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2004,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2005,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2006,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2007,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2008,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2009,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2010,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2011,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2012,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2013,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2014,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2015,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2016,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2017,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2018,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2019,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2020,570,0,190,275.4
WHS2_131,NCD_Mortality_Rate_AgeStd_Per100k,2021,570,0,190,275.4
WHS6_102,Hospital_Beds_Per10k_Population,2000,93,0,93,44.9
WHS6_102,Hospital_Beds_Per10k_Population,2001,94,0,94,45.4
WHS6_102,Hospital_Beds_Per10k_Population,2002,98,0,98,47.3
WHS6_102,Hospital_Beds_Per10k_Population,2003,102,0,102,49.3
WHS6_102,Hospital_Beds_Per10k_Population,2004,106,0,106,51.2
WHS6_102,Hospital_Beds_Per10k_Population,2005,113,0,113,54.6
WHS6_102,Hospital_Beds_Per10k_Population,2006,120,0,120,58.0
WHS6_102,Hospital_Beds_Per10k_Population,2007,115,0,115,55.6
WHS6_102,Hospital_Beds_Per10k_Population,2008,122,0,122,58.9
WHS6_102,Hospital_Beds_Per10k_Population,2009,128,0,128,61.8
WHS6_102,Hospital_Beds_Per10k_Population,2010,144,0,144,69.6
WHS6_102,Hospital_Beds_Per10k_Population,2011,143,0,143,69.1
WHS6_102,Hospital_Beds_Per10k_Population,2012,140,0,140,67.6
WHS6_102,Hospital_Beds_Per10k_Population,2013,147,0,147,71.0
WHS6_102,Hospital_Beds_Per10k_Population,2014,145,0,145,70.0
WHS6_102,Hospital_Beds_Per10k_Population,2015,144,0,144,69.6
WHS6_102,Hospital_Beds_Per10k_Population,2016,142,0,142,68.6
WHS6_102,Hospital_Beds_Per10k_Population,2017,140,0,140,67.6
WHS6_102,Hospital_Beds_Per10k_Population,2018,139,0,139,67.1
WHS6_102,Hospital_Beds_Per10k_Population,2019,138,0,138,66.7
WHS6_102,Hospital_Beds_Per10k_Population,2020,133,0,133,64.3
WHS6_102,Hospital_Beds_Per10k_Population,2021,126,0,126,60.9
